    Abbe number
    Absolute electrode potential 
    Absolute humidity 
    Absolute magnitude 
    Absolute motion 
    Absolute pressure 
    Absolute scale 
    Absolute zero 
    Absorption spectroscopy 
    Absorptivity 
    Accelerating universe 
    Acceleration 
    Acceleration due to gravity 
    Accelerometer 
    Acoustics 
    Adhesion 
    Adiabatic cooling 
    Adiabatic heating 
    Aerodynamics 
    Afocal system 
    Air mass 
    Air mass (astronomy) 
    Air mass (solar energy) 
    Albedo 
    Alloy 
    Alpha particle 
    Alternating current 
    Alternative hypothesis 
    Ammeter 
    Amorphous solid 
    Ampere 
    Amplifier 
    Amplitude 
    Angle of incidence 
    Angle of reflection 
    Angstrom 
    Angular acceleration 
    Angular displacement 
    Angular frequency 
    Angular momentum 
    Angular velocity 
    Anion 
    Annihilation 
    Anode 
    Antigravity 
    Antimatter 
    Antineutron 
    Antiparticle 
    Antiproton 
    Arc length 
    Archimedes' principle 
    Area moment of inertia 
    Astronomical unit 
    Astrophysics 
    Attenuation coefficient 
    Atom 
    Atomic line filter 
    Atomic mass 
    Atomic mass unit 
    Atomic number 
    Atomic orbital 
    Atomic packing factor 
    Atomic physics 
    Atomic structure 
    Atomic weight 
    Audio frequency 
    Average speed 
    Avogadro constant 
    Avogadro's Law 
    Avogadro's Number 
    Axion
    Azimuthal quantum number 
    Babinet's principle 
    Background radiation 
    Balmer series 
    Barometer 
    Base unit 
    Battery 
    Beam 
    Bending 
    Bending moment 
    Bernoulli equation 
    Bernoulli's principle 
    Bessel function 
    Beta particle 
    Big Bang 
    Binary star 
    Binding energy 
    Binomial random variable 
    Biocatalysis 
    Biophysics 
    Black hole 
    Black-body radiation 
    Block and tackle 
    Bohr model 
    Boiling point 
    Boiling point elevation 
    Boltzmann constant 
    Bose-Einstein condensate 
    Boson 
    Boyle's law 
    Bra
    Bragg's law 
    Brewster's angle 
    British thermal unit 
    Brittle 
    Brownian motion 
    Bulk modulus 
    Buoyancy 
    Calculus 
    Capacitance 
    Capacitive reactance 
    Carnot cycle 
    Cartesian coordinates 
    Cathode 
    Cathode ray 
    Celsius scale 
    Center of curvature 
    Center of gravity 
    Center of mass 
    Center of pressure 
    Centigrade 
    Central force motion 
    Central limit theorem 
    Centrifugal force 
    Centripetal force 
    Chain reaction 
    Change of base rule 
    Charles's law 
    Chemical Physics 
    Chromatic aberration 
    Circle 
    Circular motion 
    Classical mechanics 
    Coefficient of friction 
    Coherence 
    Cold fusion 
    Complex harmonic motion 
    Compton scattering 
    Concave lens 
    Condensation point 
    Condensed matter physics 
    Conservation of momentum 
    Constructive interference 
    Continuous spectrum 
    Convection 
    Convex lens 
    Coulomb 
    Coulomb's law 
    Continuum mechanics 
    Converging lens 
    Cosmic background radiation 
    Cosmic rays 
    Covalent bond 
    Covalent compound 
    Crest 
    Crest factor 
    Critical angle 
    Critical mass 
    Current density 
    Current length 
    Curvilinear motion 
    Cyclotron 
    Dalton's law 
    Damped vibration 
    Damping 
    Darcy
    Dark energy 
    Dark matter 
    DC motor 
    Decibel 
    Definite integral 
    Deflection 
